job_id,company_id,title,max_salary,min_salary,location
85008768,,Licensed Insurance Agent,52000.0,45760.0,"Chico, CA"
133114754,77766802,Sales Manager,,,"Santa Clarita, CA"
133196985,1089558,Model Risk Auditor,,,"New York, NY"
381055942,96654609,Business Manager,,,"Forney, TX"
529257371,1244539,NY Studio Assistant,,,"New York, NY"
903408693,3894635,Office Associate,42000.0,37000.0,"Albany, GA"
967848246,18995316,Education Manager,,,United States
1004740969,882349,Civil Engineer,,,"Forney, TX"
1029078768,61469,Registered Nurse (RN) Vaccinator,50.0,50.0,"Muskegon, MI"
1053342128,,Company Owner,,,"Midland, TX"
1418582485,,Commercial Property Manager/Senior Property Manager,,,"Las Vegas, NV"
1483357774,,Video Editor,,,"Louisville, KY"
1535492735,,Administrative Assistant,20.0,18.0,"Ocoee, FL"
1657978824,89350959,"REMOTE STEEL BUILDING SALES MAKE $1,000 TO $3000 TO $10,000 PER ORDER!",12000.0,12000.0,"Texas, United States"
1928027033,11544533,Construction Project Manager,,,"Minot, ND"
2148434014,1016,"Virtual Sales Associate Account Manager, Women's Health",,,"Maine, United States"
2148434019,1016,"Virtual Sales Associate Account Manager, Women's Health",,,"Connecticut, United States"
2148434032,17109,Tax Analyst,,,"Atlanta, GA"
2148434033,1082195,Contract Bilingual Recruiter,,,"Phoenix, AZ"
2148434077,88016,Transporter - Full Time Evenings 3pm-11pm; Rotating weekends and holidays - Environmental Services,,,"Patchogue, NY"
2148434137,601919,Customer Success & Services Marketing Manager,,,"New York, United States"
2148434265,34218836,"Locum Critical Care Physician Assistant job in Atlanta, GA - Make $110/hr - $125/hr",,,"Atlanta, GA"
2148434427,814025,IT Operations ServiceNow Admin,,,"Richmond, VA"
2148434586,2780388,"Manager, Salesforce Platform",170976.0,98640.0,"New Hampshire, United States"
2148434616,15564,"Lead Solar Maintenance Roofer, Residential Service",46.0,19.0,"San Diego, CA"
2148434647,7361,Delivery Driver (03806) - 6696 Coral Way,,,"Miami, FL"
2148434686,1318,Administrator,,,"Minneapolis, MN"
2148434725,13074,Mental Health Professional,79541.0,55280.0,"Spokane, WA"
2148434726,13074,Mental Health Professional,79541.0,55280.0,"Spokane, WA"
2148434909,6600327,Clinic Managers - Physical Therapist,117510.65,91010.65,"Puyallup, WA"
2282679989,21514196,Paid Intern - Unscripted Development,20.0,15.0,"Los Angeles, CA"
2448418468,6910,Health Information Representative II,,,"Miami, FL"
2481100553,9730586,Director of Talent Acquisition,,,"Cincinnati, OH"
2517244756,71384354,Flooring Sales Associate,15.0,12.0,"Marietta, GA"
2634247615,61400,Business Development Manager,,,"Chillicothe, OH"
2649106600,10496448,Lead Software Engineer,190000.0,160000.0,United States
2730408164,77169664,Registered Behavior Technician (RBT),27.0,18.0,"Roswell, GA"
2764358929,73828006,Internship Offering: Fashion Upcycling Intern,,,"Daly City, CA"
2885838641,68746191,Wellness Associate,25.0,18.0,"Winnetka, IL"
3047547711,69660814,Legal Assistant Paralegal,45.0,25.0,"California, United States"
3099261661,6274163,Sales Representative,,,Los Angeles Metropolitan Area
3108036575,81922135,General Manager,90309.0,82981.0,Greater Phoenix Area
3192471360,131915,Mid-Level Tax Associate,,,"Mineola, NY"
3243289926,62804,Grants Manager,80000.0,77000.0,"San Francisco, CA"
3268185281,1889003,Commercial Rack Installer,,,"Columbia, PA"
3313349770,3149515,Assistant Marketing Director,45000.0,40000.0,"Alexandria, VA"
3326588170,2937626,Finance Manager / Controller,,,"Englewood, CO"
3373346816,3628379,Luxury Sales Professional,,,"Chicago, IL"
3378133231,81149246,Early Education Music Teacher,30.0,22.0,"Los Angeles, CA"
3395626440,18192301,Dietitian,37.53,27.63,"Arlington, WA"
3396803783,84939936,Account Executive,,,"Mesa, AZ"
3419060873,290727,Regional Sales Manager,,,United States
3422104915,70803322,Audiologist,100000.0,75000.0,"Ocala, FL"
3442372601,44786,"Director, Sales",,,"Herndon, VA"
3487275706,106551,Director of Sales & Marketing,,,"Henrico, VA"
3497509795,10033339,Senior Programmer/Analyst,,,"Annapolis, MD"
3497543368,308409,Water Resources Engineer,,,"Sacramento, CA"
3529464114,3928505,Machinist,35.0,25.0,"Long Beach, CA"
3532222332,,Automotive Service Advisor,50000.0,37000.0,"Thomson, GA"
3532827942,4376443,CDL A Truck Driver,,,"Walnut, CA"
3538940637,36019672,Security Systems Installer,,,"Austin, TX"
3557311439,9817526,Territory Associate ,50000.0,45000.0,"San Gabriel, CA"
3557380225,2878362,Project Manager,22.0,15.0,"Juneau, AK"
3558876274,,Executive Assistant/Office Manager,100000.0,60000.0,"Honolulu, HI"
3562282884,58569536,Aquatics Maintenance Specialist,,,"Manitou Springs, CO"
3564601168,35696106,Sales Executive,,,"Miami-Dade County, FL"
3568598527,543150,Electrical Controls Systems Designer,,,"The Woodlands, TX"
3580193834,210234,Territory Manager,,,"Nashville, TN"
3584068782,583005,Sales Account Executive - Court & Process,70000.0,60000.0,San Francisco Bay Area
3586162459,69642092,Teradata Developer,,,United States
3587706348,11034338,Construction and Project Manager,,,New York City Metropolitan Area
3587919328,2680550,Executive Director,110000.0,100000.0,"Baltimore, MD"
3596450056,10937173,Structural Engineer,,,"New York, United States"
3601203087,82327978,Executive Assistant,120000.0,70000.0,"Charleston, SC"
3601423875,3566984,Director of Safety,,,"Waterloo, IA"
3603640939,89737107,Product Designer,,,"Logan, UT"
3606156203,2803017,Ecommerce Coordinator,,,"Phoenix, AZ"
3618024320,35444763,Assistant Manager,70000.0,55000.0,"Allendale, NJ"
3623811800,84855353,Assistant Store Manager,,,"Ames, IA"
3626156340,18496094,TTRPG Graphic Designer,75000.0,70000.0,"Burbank, CA"
3627129770,10229031,Digital Marketing Manager,,,United States
3630997404,,City Clerk,,,"Sunrise Beach, MO"
3634090513,82591929,Software Engineer,,,San Francisco Bay Area
3635154108,2144424,Team Lead- Fashion Island,22.0,18.0,"Newport Beach, CA"
3636503102,408636,Remote Licensed Health Insurance Agent,18.0,18.0,United States
3637608593,11768999,Brand Ambassador,23.0,18.0,Greater Phoenix Area
3638837564,1215629,Medical Billing Manager,,,"Brick, NJ"
3640739067,8593,Sales Training Manager,,,"Bellaire, TX"
3643209562,1981697,Environmental Health & Safety (EHS) and Biosafety Officer,95500.0,78000.0,"Seattle, WA"
3643371518,93094245,Graphic Designer,25.0,20.0,Greater Orlando
3644109811,20397,Operations Manager,65000.0,55000.0,"Madison, GA"
3644195109,,Call Center Representative,,,Atlanta Metropolitan Area
3653922092,163227,Governance and Civil Society Associate Director,,,"Washington, DC"
3655655364,82884837,POWER BI,,,"Dallas, TX"
3655683358,18546466,Sales Executive,,,United States
3657070723,15907041,Emergency Veterinarian,350000.0,200000.0,"Fullerton, CA"
3666015999,72739246,After School Academic Tutor,,,"Stratford, CT"
3666945557,95734747,Psychiatrist,,,Greater Houston
3668771880,10279563,District Sales Representative,87000.0,60000.0,"Boston, MA"
3669525119,90666319,oracle SCM TECHNO CLOUD FUNCTIONAL,,,"Columbus, IN"
3669562617,436163,Project Manager of Renewable Energy,,,"Texas, United States"
3670078576,,Tax Professional,17.0,15.0,"Nampa, ID"
3670740369,750072,PostgresSQL Architect,,,United States
3673294109,750072,Quality Analyst,60000.0,50000.0,"Thousand Oaks, CA"
3674000415,278493,Accounting Specialist,,,"Byron, IL"
3674585247,54819446,Accountant,,,"Anniston, AL"
3675787336,1313100,Product Owner,,,United States
3675787480,3534837,General Manager,,,"St Cloud, FL"
3676480207,2220929,Outside Sales Representative,,,"Abbeville, SC"
3677721266,313823,B767/757 First Officer - Non-Type Rated,,,United States
3678500518,440105,Health Fitness Specialist,28.0,24.0,Washington DC-Baltimore Area
3679202159,5081590,"M&A PROJECT DIRECTOR (SOLAR & WIND) in Austin, USA (m/f)",,,"Austin, TX"
3680144775,90403412,Advisor to Chief Executive Officer,,,United States
3680164564,6648075,Principal,220000.0,160000.0,"Chicago, IL"
3680177756,1313822,Orange County Account Executive,,,"Orange County, CA"
3680807523,15083522,Chief Finance Officer,210287.09,159694.45,Greater Seattle Area
3680971274,1550444,Marketing Manager,,,New York City Metropolitan Area
3681440546,3194825,Central Oklahoma Independent Retail - Sales Representative,65000.0,45000.0,"Oklahoma City, OK"
3682818140,68921004,Senior Business Intelligence Developer,150.0,100.0,"McKinney, TX"
3683918914,252624,Field Supervisor,,,"Raleigh, NC"
3683926341,252624,Billing Specialist,,,"North Canton, OH"
3684010877,16318,Receptionist,,,"Las Vegas, NV"
3684017664,35521693,Assistant General Counsel,,,"St Louis, MO"
3684441939,9260752,Property Accountant,,,"Madison, WI"
3684448047,2214679,Licensed Insurance Agent,,,"Columbia, MO"
3684455234,35512060,Tableau Admin,,,"Austin, TX"
3684464103,13391879,UX Designer/Architect-Plano TX and Columbus OH ( ONSITE/HYBRID),,,"Plano, TX"
3684955684,1012693,VP of Grain,,,"Davenport, IA"
3685418185,18106858,"Staff Perception Software Engineer, CV/ML",,,"Mountain View, CA"
3687024983,217273,Staff Scientist (Cancer Biology),,,"Spring House, PA"
3687065358,14467750,Oracle EBS Finance Functional Consultant,,,United States
3687520079,1268739,Interior Designer Project Manager,,,"Miami, FL"
3688319458,98106539,Chief Technology Officer,175000.0,150000.0,United States
3688980245,252624,Sr. Financial Analyst,,,"Dallas, TX"
3689394048,28966001,Cellular Engineer,60.0,45.0,"Cupertino, CA"
3689398039,10632734,PA/ APRN,,,"St Petersburg, FL"
3689601907,,Tenant Coordinator,,,"Columbus, OH"
3689674972,252624,Field Supervisor,,,"Clearwater, FL"
3689687080,252624,Area Manager,110000.0,90000.0,"Buffalo, NY"
3689701585,82559090,Wedding Content Creator,,,"New York, NY"
3690290550,1815139,ApartmentsForLegends Social Media Representative,15.0,10.0,"Tuscaloosa, AL"
3690417417,5059324,Estimator,,,"Middleton, MA"
3690418699,5059324,Site Foreman,,,"Middleton, MA"
3690420325,559761,Director Of Client Services,,,"Sylvania, OH"
3690458930,9682879,Flexible Endoscope Repair Technician- Entry Level,,,"Smyrna, TN"
3690460845,734180,Teachers - 3rd and 8th grades,,,"Philadelphia, PA"
